Fecha,Punto,total
1/10/2011,Tilopozo,20082.6432
1/11/2011,Tilopozo,20168.352
1/12/2011,Tilopozo,22637.8368
1/1/2012,Tilopozo,20047.824
1/2/2012,Tilopozo,21237.4656
1/3/2012,Tilopozo,16043.616
1/4/2012,Tilopozo,21822.048
1/5/2012,Tilopozo,20575.4688
1/6/2012,Tilopozo,19243.008
1/7/2012,Tilopozo,11787.6384
1/8/2012,Tilopozo,18904.1472
1/9/2012,Tilopozo,20982.24
1/10/2012,Tilopozo,16407.8784
1/11/2012,Tilopozo,11360.736
1/12/2012,Tilopozo,16908.7392
1/1/2013,Tilopozo,10022.5728
1/2/2013,Tilopozo,837.0432
1/3/2013,Tilopozo,15572.2176
1/4/2013,Tilopozo,4139.424
1/5/2013,Tilopozo,5096.9952
1/6/2013,Tilopozo,7581.6
1/7/2013,Tilopozo,0.0
1/8/2013,Tilopozo,0.0
1/9/2013,Tilopozo,3833.568
1/10/2013,Tilopozo,10780.56
1/11/2013,Tilopozo,5406.912
1/12/2013,Tilopozo,7780.752
1/1/2014,Tilopozo,12384.9216
1/2/2014,Tilopozo,6952.7808
1/3/2014,Tilopozo,10453.7952
1/4/2014,Tilopozo,10847.52
1/5/2014,Tilopozo,5680.8864
1/6/2014,Tilopozo,2703.456
1/7/2014,Tilopozo,12117.0816
1/8/2014,Tilopozo,12524.1984
1/9/2014,Tilopozo,10629.792
1/10/2014,Tilopozo,13215.2256
1/11/2014,Tilopozo,15300.576
1/12/2014,Tilopozo,6213.888
1/1/2015,Tilopozo,9303.0
1/2/2015,Tilopozo,6376.0
1/3/2015,Tilopozo,5243.0
1/4/2015,Tilopozo,0.0
1/5/2015,Tilopozo,13883.0
1/6/2015,Tilopozo,3778.0
1/7/2015,Tilopozo,6584.0
1/8/2015,Tilopozo,3686.0
1/9/2015,Tilopozo,13461.0
1/10/2015,Tilopozo,1542.0
1/11/2015,Tilopozo,15251.0
1/12/2015,Tilopozo,8872.0
1/1/2016,Tilopozo,11124.0
1/2/2016,Tilopozo,16625.0
1/3/2016,Tilopozo,18265.0
1/4/2016,Tilopozo,3875.0
1/5/2016,Tilopozo,10862.0
1/6/2016,Tilopozo,6647.0
1/7/2016,Tilopozo,13971.0
1/8/2016,Tilopozo,14105.0
1/9/2016,Tilopozo,15579.6
1/10/2016,Tilopozo,15711.4
1/11/2016,Tilopozo,15694.0
1/12/2016,Tilopozo,20250.0
1/1/2017,Tilopozo,12143.0
1/2/2017,Tilopozo,13265.095
1/3/2017,Tilopozo,11210.537
1/4/2017,Tilopozo,13475.8
1/5/2017,Tilopozo,9945.96
1/6/2017,Tilopozo,5279.5
1/7/2017,Tilopozo,9090.372
1/8/2017,Tilopozo,11061.684
1/9/2017,Tilopozo,11544.57
1/10/2017,Tilopozo,11792.0
1/11/2017,Tilopozo,12732.064
1/12/2017,Tilopozo,12483.712
1/1/2018,Tilopozo,14960.0
1/2/2018,Tilopozo,12762.0
1/3/2018,Tilopozo,10570.0
1/4/2018,Tilopozo,11914.0
1/5/2018,Tilopozo,12638.0
1/6/2018,Tilopozo,10506.0
1/7/2018,Tilopozo,9889.0
1/8/2018,Tilopozo,11615.0
1/9/2018,Tilopozo,12261.0
1/10/2018,Tilopozo,13818.0
1/11/2018,Tilopozo,15086.0
1/12/2018,Tilopozo,14626.0
1/1/2019,Tilopozo,14399.0
1/2/2019,Tilopozo,10802.0
1/3/2019,Tilopozo,16322.0
1/4/2019,Tilopozo,16723.588
1/5/2019,Tilopozo,11744.259
1/6/2019,Tilopozo,9763.168
1/7/2019,Tilopozo,10744.352
1/8/2019,Tilopozo,11560.992
1/9/2019,Tilopozo,13283.84
1/10/2019,Tilopozo,12525.42
1/11/2019,Tilopozo,15414.515
1/12/2019,Tilopozo,15262.886
1/1/2020,Tilopozo,16227.0
1/2/2020,Tilopozo,13589.0
1/3/2020,Tilopozo,16087.0
1/4/2020,Tilopozo,12513.0
1/5/2020,Tilopozo,16743.0
1/6/2020,Tilopozo,10223.0
1/7/2020,Tilopozo,13052.0
1/8/2020,Tilopozo,16333.0
1/9/2020,Tilopozo,16294.0
1/10/2020,Tilopozo,17201.0
1/11/2020,Tilopozo,14966.0
1/12/2020,Tilopozo,16149.0
1/1/2021,Tilopozo,16508.0
1/2/2021,Tilopozo,15882.0
1/3/2021,Tilopozo,16382.0
1/4/2021,Tilopozo,14941.0
1/5/2021,Tilopozo,13834.0
1/6/2021,Tilopozo,13603.0
1/7/2021,Tilopozo,12421.0
1/8/2021,Tilopozo,3567.0
1/9/2021,Tilopozo,5451.0
1/10/2021,Tilopozo,14709.0
1/11/2021,Tilopozo,13436.0
1/12/2021,Tilopozo,15495.0
1/1/2022,Tilopozo,15805.5
1/2/2022,Tilopozo,14501.5
1/3/2022,Tilopozo,15497.0
1/4/2022,Tilopozo,13726.0
1/5/2022,Tilopozo,12866.0
1/6/2022,Tilopozo,11712.0
1/7/2022,Tilopozo,10771.0
1/8/2022,Tilopozo,11136.0
1/9/2022,Tilopozo,12642.0
1/10/2022,Tilopozo,14786.0
1/11/2022,Tilopozo,15512.0
1/12/2022,Tilopozo,14487.0
1/1/2023,Tilopozo,16937.0
1/2/2023,Tilopozo,12366.06
1/3/2023,Tilopozo,18003.0
1/4/2023,Tilopozo,17440.0
1/5/2023,Tilopozo,19252.0
1/6/2023,Tilopozo,15246.0
1/7/2023,Tilopozo,8365.0
1/8/2023,Tilopozo,12817.0
1/9/2023,Tilopozo,14640.0
1/10/2023,Tilopozo,17417.0
1/11/2023,Tilopozo,17538.0
1/12/2023,Tilopozo,17670.0
1/1/2024,Tilopozo,13968.0
1/2/2024,Tilopozo,10651.0
1/3/2024,Tilopozo,14681.0
1/4/2024,Tilopozo,14761.0
1/5/2024,Tilopozo,17104.0
1/6/2024,Tilopozo,14606.0
1/7/2024,Tilopozo,15087.0
1/8/2024,Tilopozo,15875.0
1/9/2024,Tilopozo,14269.0
1/10/2024,Tilopozo,14855.0
1/11/2024,Tilopozo,15633.0
1/12/2024,Tilopozo,17516.0
1/1/2019,Tilopozo,321668.0
1/2/2019,Tilopozo,332470.0
1/3/2019,Tilopozo,348792.0
1/4/2019,Tilopozo,365515.0
1/6/2019,Tilopozo,475941.0
1/7/2019,Tilopozo,486686.0
1/8/2019,Tilopozo,498247.0
1/9/2019,Tilopozo,511531.0
1/10/2019,Tilopozo,524056.0
1/11/2019,Tilopozo,18644.0
1/12/2019,Tilopozo,33907.0
1/1/2020,Tilopozo,50134.0
1/2/2020,Tilopozo,63722.0
1/3/2020,Tilopozo,79809.0
1/4/2020,Tilopozo,92322.0
1/5/2020,Tilopozo,109065.0
1/6/2020,Tilopozo,119288.0
1/7/2020,Tilopozo,132340.0
1/8/2020,Tilopozo,148673.0
1/9/2020,Tilopozo,164967.0
1/10/2020,Tilopozo,182168.0
1/11/2020,Tilopozo,192285.0
15/11/2020,Tilopozo,171952.0
1/12/2020,Tilopozo,188101.0
1/1/2021,Tilopozo,204609.0
1/2/2021,Tilopozo,220491.0
1/3/2021,Tilopozo,236873.0
1/4/2021,Tilopozo,251814.0
1/5/2021,Tilopozo,265648.0
1/6/2021,Tilopozo,279251.0
1/7/2021,Tilopozo,291672.0
1/8/2021,Tilopozo,295239.0
1/9/2021,Tilopozo,300690.0
1/10/2021,Tilopozo,315399.0
1/11/2021,Tilopozo,328835.3
1/12/2021,Tilopozo,344330.0
1/1/2022,Tilopozo,360135.5
1/2/2022,Tilopozo,374637.0
1/3/2022,Tilopozo,390134.0
1/4/2022,Tilopozo,403860.0
1/5/2022,Tilopozo,416726.0
1/6/2022,Tilopozo,428438.0
1/7/2022,Tilopozo,439209.0
1/8/2022,Tilopozo,446898.0
23/8/2022,Tilopozo,5799.0
1/9/2022,Tilopozo,18441.0
1/10/2022,Tilopozo,25503.0
15/10/2022,Tilopozo,11759.0
1/11/2022,Tilopozo,13932.0
5/11/2022,Tilopozo,13339.0
1/12/2022,Tilopozo,27826.0
1/1/2023,Tilopozo,44763.0
1/2/2023,Tilopozo,57129.06
1/3/2023,Tilopozo,75131.99
1/4/2023,Tilopozo,92572.0
1/5/2023,Tilopozo,111824.0
1/6/2023,Tilopozo,127070.0
1/7/2023,Tilopozo,135435.0
1/8/2023,Tilopozo,148252.0
1/9/2023,Tilopozo,162892.0
1/10/2023,Tilopozo,180309.0
1/11/2023,Tilopozo,197847.0
1/12/2023,Tilopozo,215517.0
1/1/2024,Tilopozo,229485.0
1/2/2024,Tilopozo,240136.0
1/3/2024,Tilopozo,254817.0
1/4/2024,Tilopozo,269578.34
1/5/2024,Tilopozo,271320.71
3/5/2024,Tilopozo,15864.56
1/6/2024,Tilopozo,30471.0
1/7/2024,Tilopozo,45558.12
1/8/2024,Tilopozo,61433.05
1/9/2024,Tilopozo,75701.97
1/10/2024,Tilopozo,90556.92
1/11/2024,Tilopozo,106190.32
1/12/2024,Tilopozo,123706.72
1/1/2019,Tilopozo,307269.0
1/2/2019,Tilopozo,321668.0
1/3/2019,Tilopozo,332470.0
1/4/2019,Tilopozo,348792.0
1/6/2019,Tilopozo,466178.0
1/7/2019,Tilopozo,475941.0
1/8/2019,Tilopozo,486686.0
1/9/2019,Tilopozo,498247.0
1/10/2019,Tilopozo,511531.0
1/11/2019,Tilopozo,3229.0
1/12/2019,Tilopozo,18644.0
1/1/2020,Tilopozo,33907.0
1/2/2020,Tilopozo,50134.0
1/3/2020,Tilopozo,63722.0
1/4/2020,Tilopozo,79809.0
1/5/2020,Tilopozo,92322.0
1/6/2020,Tilopozo,109065.0
1/7/2020,Tilopozo,119288.0
1/8/2020,Tilopozo,132340.0
1/9/2020,Tilopozo,148673.0
1/10/2020,Tilopozo,164967.0
1/11/2020,Tilopozo,182168.0
15/11/2020,Tilopozo,167103.0
1/12/2020,Tilopozo,171952.0
1/1/2021,Tilopozo,188101.0
1/2/2021,Tilopozo,204609.0
1/3/2021,Tilopozo,220491.0
1/4/2021,Tilopozo,236873.0
1/5/2021,Tilopozo,251814.0
1/6/2021,Tilopozo,265648.0
1/7/2021,Tilopozo,279251.0
1/8/2021,Tilopozo,291672.0
1/9/2021,Tilopozo,295239.0
1/10/2021,Tilopozo,300690.0
1/11/2021,Tilopozo,315399.0
1/12/2021,Tilopozo,328835.3
1/1/2022,Tilopozo,344330.0
1/2/2022,Tilopozo,360135.5
1/3/2022,Tilopozo,374637.0
1/4/2022,Tilopozo,390134.0
1/5/2022,Tilopozo,403860.0
1/6/2022,Tilopozo,416726.0
1/7/2022,Tilopozo,428438.0
1/8/2022,Tilopozo,439209.0
23/8/2022,Tilopozo,2352.0
1/9/2022,Tilopozo,5799.0
1/10/2022,Tilopozo,18441.0
15/10/2022,Tilopozo,4035.0
1/11/2022,Tilopozo,11759.0
5/11/2022,Tilopozo,0.0
1/12/2022,Tilopozo,13339.0
1/1/2023,Tilopozo,27826.0
1/2/2023,Tilopozo,44763.0
1/3/2023,Tilopozo,57129.06
1/4/2023,Tilopozo,75131.99
1/5/2023,Tilopozo,92572.0
1/6/2023,Tilopozo,111824.0
1/7/2023,Tilopozo,127070.0
1/8/2023,Tilopozo,135435.0
1/9/2023,Tilopozo,148252.0
1/10/2023,Tilopozo,162892.0
1/11/2023,Tilopozo,180309.0
1/12/2023,Tilopozo,197847.0
1/1/2024,Tilopozo,215517.0
1/2/2024,Tilopozo,229485.0
1/3/2024,Tilopozo,240136.0
1/4/2024,Tilopozo,254817.0
1/5/2024,Tilopozo,270081.46
3/5/2024,Tilopozo,0.0
1/6/2024,Tilopozo,15864.56
1/7/2024,Tilopozo,30471.0
1/8/2024,Tilopozo,45558.12
1/9/2024,Tilopozo,61433.05
1/10/2024,Tilopozo,75701.97
1/11/2024,Tilopozo,90556.92
1/12/2024,Tilopozo,106190.32
